Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(SI),expr(LI),log(exprSI),log(exprLI)
AP002387.2,3.09E-41,0.318892746,0.05,0.035,1.13E-36,0.06972937,0.055901893,-1.156584257,-1.252573482
LTBR,0,0.318881176,0.287,0.191,0,0.546948663,0.438484924,-0.262053435,-0.358045334
C5orf24,9.75E-209,0.318858258,0.193,0.128,3.57E-204,0.315306819,0.252783675,-0.501266637,-0.597250976
UFC1,0,0.318707011,0.433,0.294,0,0.954524292,0.765327171,-0.020213014,-0.116152868
C1orf56,1.24E-31,0.318658695,0.042,0.029,4.54E-27,0.067566414,0.054176675,-1.170269131,-1.266187654
PARP2,1.09E-85,0.318287495,0.055,0.032,3.98E-81,0.076142941,0.061069177,-1.118370353,-1.214177929
TMEM187,5.01E-22,0.318251604,0.037,0.027,1.83E-17,0.051645509,0.041422745,-1.286967441,-1.382761123
COX11,2.51E-251,0.318173042,0.223,0.146,9.17E-247,0.3597174,0.288524831,-0.444038554,-0.539816805
AL135978.2,9.57E-27,0.318170714,0.019,0.012,3.50E-22,0.027360995,0.021946794,-1.562868111,-1.658628908
TMEM80,2.98E-64,0.317886427,0.082,0.057,1.09E-59,0.117873758,0.094564472,-0.928582869,-1.024271997
PSMD8,0,0.317686978,0.428,0.278,0,0.896138115,0.719022029,-0.047625051,-0.143257804
SMPDL3B,2.14E-134,0.317605213,0.16,0.112,7.83E-130,0.24952439,0.20021947,-0.602886997,-0.698493692
TSC22D1-AS1,6.50E-10,0.317525283,0.014,0.01,2.38E-05,0.021052804,0.016894644,-1.676690057,-1.772250954
RSL1D1,0,0.317422966,0.405,0.256,0,0.901066403,0.723108586,-0.045243203,-0.140796482
TXNDC17,0,0.31714344,0.557,0.374,0,1.65414851,1.327715769,0.218574498,0.123105113
SLC7A2,9.84E-66,0.31711869,0.024,0.011,3.60E-61,0.031347685,0.025162816,-1.503794532,-1.599240756
IRF8,0,0.316936913,0.124,0.058,0,0.191435225,0.153679862,-0.717978147,-0.813383037
TMCO1,0,0.316844078,0.479,0.301,0,1.096059731,0.879944154,0.039834222,-0.05554489
AC016027.1,7.52E-15,0.31679273,0.022,0.016,2.75E-10,0.031366701,0.025183773,-1.503531149,-1.5988792
DNMBP,0,0.316602935,0.322,0.207,0,0.643763399,0.516916131,-0.191273719,-0.286579915
C16orf87,6.44E-244,0.316301891,0.143,0.082,2.36E-239,0.221894816,0.178210415,-0.653852845,-0.749066918
AZIN1,0,0.31623311,0.338,0.203,0,0.690584071,0.554653348,-0.160783443,-0.255978361
ZSWIM5,4.48E-297,0.315841181,0.301,0.205,1.64E-292,0.624646233,0.501830752,-0.204365875,-0.299442729
PNPLA6,1.81E-194,0.31554005,0.124,0.073,6.62E-190,0.201511193,0.161925293,-0.695700825,-0.79068531
ZNF599,7.75E-22,0.315451041,0.017,0.01,2.84E-17,0.021243877,0.01707252,-1.672766226,-1.76770238
SDHB,0,0.315427698,0.451,0.293,0,1.004372007,0.807127065,0.0018946,-0.093058089
NDST1,9.30E-119,0.315147366,0.095,0.06,3.40E-114,0.156845882,0.126068789,-0.80452688,-0.899392419
S100A16,0,0.314503559,0.489,0.323,0,1.380391178,1.110011669,0.140002175,0.045327544
AL360091.3,1.26E-20,0.314280606,0.024,0.016,4.62E-16,0.037140994,0.029871675,-1.430146476,-1.52474042
TRAPPC2B,8.16E-68,0.314245717,0.053,0.033,2.99E-63,0.072988693,0.058703676,-1.136744415,-1.231334703
DUSP18,5.97E-64,0.314202173,0.114,0.086,2.18E-59,0.186776091,0.150224158,-0.728678719,-0.823260222
TCIM,6.01E-80,0.314036066,0.113,0.08,2.20E-75,0.271318279,0.218246201,-0.566520946,-0.661053307
PEX13,4.88E-244,0.314009928,0.197,0.126,1.79E-239,0.32998411,0.265441116,-0.481506973,-0.576031806
DAP,0,0.313982866,0.406,0.248,0,0.819681005,0.659367055,-0.086355129,-0.180872756
PRELID1,0,0.313839722,0.595,0.396,0,2.018324637,1.623738578,0.304991021,0.210516109
PHPT1,0,0.313710883,0.518,0.355,0,1.394284371,1.121799772,0.144351359,0.049915347
ENY2,0,0.313700631,0.444,0.297,0,0.96859247,0.779306551,-0.013858912,-0.108291673
SLC35A5,2.15E-141,0.313698854,0.098,0.059,7.88E-137,0.147479205,0.118659239,-0.831269212,-0.925698442
TNKS1BP1,4.18E-165,0.313336094,0.153,0.101,1.53E-160,0.281962589,0.226918436,-0.54980851,-0.644130218
SORL1,0,0.313018896,0.39,0.259,0,0.922623799,0.742672162,-0.034975347,-0.129202855
STAU2,0,0.312892236,0.451,0.296,0,1.158645473,0.932741015,0.063950569,-0.030238926
ATAT1,1.56E-105,0.312890268,0.113,0.076,5.70E-101,0.167484675,0.134830721,-0.776024925,-0.870211142
AL118506.1,3.89E-13,0.312879223,0.014,0.009,1.42E-08,0.019657714,0.015826094,-1.706466984,-1.800626267
BSDC1,1.88E-280,0.312607848,0.228,0.147,6.89E-276,0.386439972,0.311156636,-0.412917958,-0.507020932
AC005225.2,4.56E-32,0.312554183,0.04,0.028,1.67E-27,0.053964058,0.043453643,-1.267895398,-1.361973805
EXOC7,7.75E-162,0.312350725,0.16,0.106,2.84E-157,0.254848844,0.205238015,-0.593717332,-0.687742195
CCDC68,0,0.312184559,0.338,0.216,0,0.73162954,0.589270961,-0.135708768,-0.22968496
GJB1,2.42E-116,0.312068517,0.166,0.121,8.87E-112,0.251977313,0.20296519,-0.59863856,-0.69257844
COX6A1,0,0.311947148,0.848,0.651,0,6.402025672,5.157177101,0.806317411,0.712412046
ATP5PF,0,0.311853173,0.748,0.524,0,3.425776639,2.759828144,0.534759043,0.440882039
MT1M,0,0.311670017,0.48,0.306,0,3.30085522,2.659528284,0.518626476,0.424804613
MIR762HG,3.65E-42,0.31122611,0.052,0.036,1.34E-37,0.074753772,0.060249282,-1.12636689,-1.220048127
SDF4,0,0.311200378,0.434,0.281,0,0.927103787,0.74721965,-0.032871645,-0.126551716
GSTZ1,6.23E-113,0.311095016,0.149,0.106,2.28E-108,0.212587274,0.171352661,-0.672462736,-0.766109147
CDC42BPB,0,0.310943831,0.325,0.206,0,0.643637902,0.518846659,-0.191358389,-0.284960976
COX6B1,0,0.310695506,0.836,0.615,0,5.616095155,4.527994458,0.749434458,0.655905887
PELI2,0,0.310688394,0.312,0.18,0,0.823004839,0.663554375,-0.084597611,-0.178123483
SCAP,0,0.310467459,0.252,0.163,0,0.457066245,0.368570279,-0.34002085,-0.433479688
RPS29,0,0.310431948,0.888,0.692,0,13.48192805,10.87183161,1.129752005,1.036302717
UBE2M,9.05E-175,0.310276887,0.188,0.128,3.31E-170,0.301034957,0.242781771,-0.52138307,-0.614783925
VRK3,2.28E-216,0.31020647,0.188,0.123,8.35E-212,0.307433517,0.24795423,-0.512248786,-0.605628479
PNPLA2,5.53E-296,0.310125037,0.255,0.166,2.03E-291,0.538719491,0.434516983,-0.268637311,-0.361993245
SLC25A5,0,0.309967192,0.825,0.61,0,6.077018691,4.90208953,0.783690572,0.690381239
ADRA2A,4.00E-62,0.309960409,0.078,0.054,1.46E-57,0.145998168,0.117772458,-0.835652593,-0.928956261
C11orf1,2.43E-172,0.309916768,0.167,0.112,8.91E-168,0.247982013,0.200045196,-0.605579818,-0.698871874
UBOX5-AS1,1.76E-17,0.309890142,0.01,0.006,6.44E-13,0.013888759,0.011205114,-1.857336555,-1.950583723
URM1,1.02E-199,0.309716204,0.2,0.136,3.74E-195,0.312712907,0.252297924,-0.504854193,-0.598086323
MRPS36,0,0.30955934,0.445,0.3,0,0.95516132,0.77070939,-0.019923273,-0.11310935
ALDH2,0,0.309484713,0.601,0.407,0,1.794334673,1.447903344,0.253903449,0.160739571
FAT3,1.97E-07,0.309451511,0.009,0.013,0.007227515,0.105002716,0.084732796,-0.978799468,-1.071948465
SHLD3,4.85E-09,0.30939709,0.017,0.013,0.000177554,0.024536533,0.019801478,-1.610186808,-1.70330239
BAHCC1,8.30E-32,0.309057443,0.051,0.037,3.04E-27,0.075485357,0.060930452,-1.122137285,-1.215165597
PLXNA3,1.91E-67,0.308804219,0.063,0.041,6.99E-63,0.120524928,0.097302075,-0.918923118,-1.011877899
HAX1,4.54E-259,0.308384548,0.232,0.154,1.66E-254,0.385987914,0.311703827,-0.413426294,-0.506257865
RAD18,8.09E-234,0.308094433,0.135,0.077,2.96E-229,0.21832901,0.176347095,-0.660888555,-0.75363169
RAB11FIP1,0,0.308047687,0.675,0.465,0,2.602103186,2.101808446,0.415324514,0.322593133
GTF2I,0,0.308038715,0.547,0.345,0,1.439054863,1.16238191,0.158077351,0.065348843
NDUFAF1,2.33E-69,0.307768483,0.077,0.052,8.51E-65,0.107011315,0.086454447,-0.9705703,-1.063212665
GLCE,0,0.307752895,0.311,0.211,0,0.638658194,0.515972439,-0.194731511,-0.287373496
KLF9,0,0.307733677,0.214,0.119,0,0.371829169,0.3004055,-0.429656544,-0.52229212
CBR3-AS1,2.60E-106,0.307576958,0.21,0.161,9.53E-102,0.3969298,0.320719388,-0.401286295,-0.493874786
TRAPPC4,2.10E-233,0.307189266,0.176,0.11,7.70E-229,0.277470578,0.224256875,-0.556783061,-0.649254234
NAA40,3.48E-83,0.307173427,0.067,0.041,1.27E-78,0.108797654,0.087933881,-0.96338047,-1.055843759
DHFR2,6.22E-32,0.306940665,0.031,0.02,2.28E-27,0.04030574,0.032582351,-1.394633102,-1.487017581
ZNHIT1,0,0.306515973,0.473,0.316,0,1.06970026,0.864952233,0.029262101,-0.063007876
ARRB1,3.80E-192,0.3062416,0.192,0.129,1.39E-187,0.318494372,0.257582066,-0.496898238,-0.589084378
AC130324.2,9.11E-27,0.306024089,0.026,0.017,3.34E-22,0.036095402,0.029197461,-1.442548116,-1.534654918
PDGFA,4.43E-182,0.305969363,0.187,0.126,1.62E-177,0.325039621,0.262925122,-0.488063697,-0.580167917
EEF1A1,0,0.305933596,0.982,0.94,0,43.8653324,35.48348345,1.642121425,1.550026248
AC008543.1,1.08E-25,0.305448286,0.018,0.011,3.96E-21,0.023735806,0.019207852,-1.624596014,-1.71652121
ZBED3,1.87E-43,0.305438199,0.063,0.045,6.84E-39,0.087225296,0.070583452,-1.059357549,-1.151297104
INSR,0,0.305245653,0.577,0.396,0,1.889862854,1.529475386,0.276430289,0.184542492
RGPD5,6.81E-25,0.304607662,0.017,0.01,2.49E-20,0.025899287,0.020970745,-1.586712192,-1.67838615
C1orf210,2.14E-208,0.304281527,0.179,0.117,7.83E-204,0.286752622,0.232226369,-0.542492602,-0.634088468
LINC02389,6.19E-11,0.304068527,0.014,0.01,2.27E-06,0.01868314,0.015133762,-1.728550129,-1.820053101
MMP24OS,0,0.303905146,0.416,0.267,0,0.87743755,0.710775268,-0.056783784,-0.148267692
ERP29,0,0.303736163,0.513,0.354,0,1.299440904,1.052745229,0.113756534,0.022323282
EDRF1-DT,8.13E-09,0.303576028,0.019,0.015,0.000297487,0.023639713,0.019154955,-1.626357806,-1.717718858
DICER1-AS1,2.12E-26,0.303461686,0.03,0.02,7.75E-22,0.042064343,0.034086059,-1.376085888,-1.467423209
APTR,9.21E-138,0.30335823,0.16,0.111,3.37E-133,0.25212473,0.204313854,-0.598384554,-0.689702185
MT-ATP6,0,0.30320181,0.996,0.986,0,163.4497948,132.4681721,2.21338438,2.122111544
ZNF701,7.24E-101,0.302901624,0.094,0.061,2.65E-96,0.142651393,0.115637214,-0.845723982,-0.93690238
ZNF230,1.10E-24,0.302851463,0.02,0.012,4.04E-20,0.030158197,0.024448785,-1.520594629,-1.611742713
SLC25A13,0,0.302732962,0.442,0.303,0,1.125526336,0.912482358,0.051355661,-0.039775524
VPS16,2.87E-96,0.302460913,0.095,0.063,1.05E-91,0.145271618,0.117797205,-0.837819227,-0.928865015
AC087286.2,2.49E-70,0.302441571,0.053,0.032,9.12E-66,0.086042344,0.069771014,-1.065287767,-1.156324964
AL450992.1,5.73E-11,0.30238249,0.029,0.023,2.10E-06,0.040384238,0.03274916,-1.39378811,-1.48479984
LINC00685,9.71E-17,0.302285589,0.039,0.03,3.55E-12,0.05228054,0.042398864,-1.281659936,-1.372645777
CBX4,1.46E-45,0.302149553,0.068,0.049,5.35E-41,0.102972745,0.083516425,-0.987277712,-1.078228102
AC083799.1,2.64E-08,0.302065504,0.023,0.018,0.000964721,0.031726318,0.025734004,-1.498580325,-1.589492628
ENO1,0,0.301881867,0.633,0.431,0,2.109628093,1.711317854,0.3242059,0.233330681
AP5B1,6.70E-45,0.301657434,0.048,0.032,2.45E-40,0.071896481,0.058332136,-1.143292366,-1.234092118
TMEM135,0,0.301537721,0.35,0.225,0,0.768240713,0.623341708,-0.114502681,-0.205273813
AGFG1,0,0.301331827,0.451,0.289,0,1.092157077,0.886289749,0.038285104,-0.052424274
CCL14,2.47E-38,0.301303328,0.046,0.031,9.06E-34,0.069644505,0.056518938,-1.157113144,-1.247806007
ELMOD3,3.98E-159,0.300904171,0.142,0.092,1.46E-154,0.23209837,0.18840545,-0.63432791,-0.724906538
LINC00654,2.37E-36,0.300876543,0.023,0.013,8.68E-32,0.030561756,0.024809889,-1.5148217,-1.60537517
EIF4A2,0,0.300523484,0.602,0.407,0,1.725944363,1.401394967,0.237026792,0.146560554
RPL5,0,0.300322794,0.858,0.678,0,10.75684442,8.735319075,1.031684887,0.941278773
PSMA4,0,0.300227184,0.417,0.279,0,0.926638388,0.752546853,-0.033089712,-0.123466456
HDDC3,2.41E-126,0.299863998,0.131,0.089,8.80E-122,0.185496111,0.150684984,-0.731665192,-0.821930024
MAP3K12,2.59E-57,0.299685138,0.034,0.019,9.47E-53,0.048788122,0.03963804,-1.311685897,-1.401887828
C1GALT1,0,0.299663546,0.303,0.179,0,0.589690181,0.4790901,-0.229376104,-0.319582803
ATP5PO,0,0.299525968,0.678,0.46,0,2.603987635,2.115791399,0.415638918,0.325472847
TPI1,0,0.299414065,0.765,0.554,0,3.942668814,3.203744219,0.595790298,0.505657836
RPL13A,0,0.299145651,0.94,0.77,0,17.37658129,14.12253166,1.239964336,1.149912557
HMOX1,1.46E-189,0.299139384,0.117,0.067,5.34E-185,0.287069758,0.233313363,-0.542012556,-0.632060386
S100A11,0,0.298807737,0.562,0.386,0,2.105048851,1.711245716,0.323262179,0.233312374
FOSL1,3.09E-36,0.298678251,0.047,0.032,1.13E-31,0.07289499,0.059264533,-1.137302322,-1.227205135
TMEM18,1.22E-188,0.298359828,0.203,0.14,4.46E-184,0.322003239,0.261846557,-0.49213976,-0.581953133
NME9,1.89E-16,0.298140052,0.014,0.009,6.90E-12,0.020751065,0.016877985,-1.682959613,-1.772679416
TYMP,4.18E-187,0.298139743,0.183,0.124,1.53E-182,0.355270816,0.288943041,-0.449440467,-0.539187761
GRAMD4,0,0.297746542,0.264,0.168,0,0.499224604,0.406131395,-0.301704019,-0.391333437
NMNAT3,9.04E-77,0.297658821,0.089,0.06,3.31E-72,0.130978463,0.106561499,-0.882800109,-0.972399681
TBC1D23,0,0.297586341,0.252,0.151,0,0.475151619,0.386590417,-0.323167787,-0.412748916
RPS12,5.39E-251,0.297496968,0.962,0.895,1.97E-246,33.92654948,27.60477418,1.530539692,1.440984199
UBAP1,0,0.297442165,0.306,0.192,0,0.59492477,0.48408772,-0.225537949,-0.315075934
YPEL3,0,0.297415646,0.198,0.116,0,0.365222696,0.297186039,-0.437442241,-0.526971596
NDUFA1,0,0.297319911,0.773,0.548,0,3.728718489,3.034293236,0.571559596,0.482057549
C16orf95,1.68E-26,0.296966354,0.034,0.024,6.14E-22,0.047122122,0.038356776,-1.32677516,-1.416157901
GLOD4,0,0.296719493,0.287,0.184,0,0.501801853,0.408518775,-0.299467739,-0.38878798
THOC6,4.11E-76,0.296690713,0.113,0.082,1.50E-71,0.157475872,0.128205049,-0.802785978,-0.89209487
AL031058.1,7.15E-09,0.29648651,0.023,0.018,0.000261652,0.032036324,0.026086187,-1.494357323,-1.583589394
FASTKD3,3.06E-52,0.29637501,0.05,0.033,1.12E-47,0.072675319,0.05918037,-1.138613052,-1.227822321
ZMAT3,2.52E-94,0.296352331,0.086,0.055,9.22E-90,0.141089351,0.11489144,-0.850505764,-0.939712326
CTSB,0,0.296350744,0.413,0.267,0,0.903516899,0.735743612,-0.04406372,-0.1332735
LRRC40,3.49E-215,0.296292126,0.123,0.069,1.28E-210,0.191764762,0.156163384,-0.717231195,-0.806420789
ARL11,1.45E-34,0.296196363,0.027,0.016,5.30E-30,0.03617283,0.029460194,-1.441617517,-1.530764403
MRPS18C,0,0.296127763,0.282,0.184,0,0.477236521,0.388679494,-0.321266329,-0.410408371
BRI3BP,0,0.296103146,0.276,0.178,0,0.476477697,0.388068103,-0.321957423,-0.411092053
R3HCC1,2.13E-84,0.295792082,0.094,0.064,7.78E-80,0.132186989,0.107683985,-0.878811291,-0.967848883
ANK3,0,0.295719469,0.607,0.425,0,2.216396604,1.80562403,0.345647476,0.256627326
NUDT3,1.29E-126,0.295510376,0.103,0.065,4.73E-122,0.1450135,0.118155853,-0.838591565,-0.92754476
ASPSCR1,2.04E-130,0.295169913,0.133,0.089,7.47E-126,0.193139677,0.157405439,-0.7141285,-0.802980265
CNIH4,0,0.295099557,0.304,0.198,0,0.574245131,0.468020193,-0.240902679,-0.329735409
OXA1L,3.72E-252,0.295019759,0.267,0.185,1.36E-247,0.503149105,0.410098471,-0.298303296,-0.38711185
FUT4,6.30E-59,0.294892352,0.091,0.066,2.31E-54,0.129605022,0.105646525,-0.887378169,-0.976144783
BLCAP,0,0.294694105,0.279,0.185,0,0.516303457,0.420915077,-0.287094967,-0.375805518
SH3BGR,1.24E-10,0.29466847,0.014,0.01,4.53E-06,0.018060981,0.014725567,-1.743258656,-1.831927982
AL021707.6,1.16E-09,0.294623394,0.015,0.011,4.24E-05,0.024890773,0.020294255,-1.603961622,-1.692626895
SLC39A13,2.85E-29,0.294617268,0.035,0.024,1.04E-24,0.052560437,0.042853103,-1.27934103,-1.368017727
TAF12,2.83E-140,0.294576136,0.132,0.087,1.04E-135,0.201794508,0.164526629,-0.695090658,-0.7837638
RBP5,7.17E-17,0.294054436,0.011,0.007,2.62E-12,0.015565991,0.012696911,-1.807823211,-1.89630191
PFKL,0,0.293691034,0.45,0.303,0,0.986281744,0.804621856,-0.005999006,-0.094408175
LINC00278,0,0.293574933,0.375,0.232,0,1.007345586,0.821872134,0.003178488,-0.085195744
CCDC51,6.38E-38,0.293374773,0.059,0.042,2.34E-33,0.074577409,0.06085569,-1.127392706,-1.215698808
SUMO1,0,0.292476669,0.415,0.28,0,0.920896731,0.751912622,-0.035789069,-0.123832625
PSMD4,0,0.29246285,0.302,0.198,0,0.530835829,0.433432369,-0.275039772,-0.363078658
APBA3,1.15E-47,0.292389647,0.041,0.026,4.22E-43,0.060737627,0.049596416,-1.216542183,-1.304549704
ZCCHC3,5.21E-37,0.292242052,0.054,0.038,1.91E-32,0.075624786,0.061758822,-1.121335842,-1.209300995
ZNF677,4.27E-24,0.292220677,0.018,0.011,1.56E-19,0.023682591,0.019341452,-1.625570779,-1.713510916
TMEM126A,1.26E-156,0.292119534,0.174,0.12,4.62E-152,0.263670782,0.215341482,-0.578937993,-0.666872303
BLOC1S1,0,0.291938761,0.674,0.456,0,2.480343069,2.025954509,0.394511755,0.306629689
NBR1,0,0.291866025,0.379,0.251,0,0.768157487,0.627466691,-0.114549732,-0.202409324
NEURL2,1.82E-43,0.291645664,0.027,0.016,6.68E-39,0.034540238,0.028219536,-1.461674674,-1.549450127
AL110114.1,2.58E-38,0.291597858,0.045,0.03,9.43E-34,0.070025258,0.057211616,-1.154745285,-1.242515789
ZNF438,1.66E-205,0.291446533,0.171,0.109,6.09E-201,0.312460259,0.255306989,-0.505205212,-0.592937297
GASK1A,1.30E-19,0.291381892,0.013,0.007,4.76E-15,0.016912002,0.013820332,-1.771804985,-1.85948152
ZNF768,1.62E-106,0.291267381,0.131,0.091,5.92E-102,0.197878178,0.161704069,-0.703602096,-0.791279051
SP2-AS1,5.97E-19,0.291041125,0.03,0.022,2.18E-14,0.040301296,0.032939952,-1.394680993,-1.482277043
TNFSF10,0,0.29049728,0.332,0.23,0,0.709603069,0.580187017,-0.148984515,-0.236431994
AGO1,1.14E-246,0.290392713,0.149,0.086,4.16E-242,0.232264104,0.18991881,-0.634017904,-0.721432019
ANTKMT,8.19E-236,0.290328478,0.252,0.174,3.00E-231,0.425541806,0.347973508,-0.371057768,-0.458453818
MAST3,1.15E-141,0.290020479,0.093,0.055,4.19E-137,0.158514015,0.129648329,-0.799932333,-0.887233078
LYSMD2,9.07E-108,0.289945916,0.087,0.055,3.32E-103,0.124719611,0.102013481,-0.904065251,-0.991342432
AC104806.2,1.33E-83,0.289880064,0.051,0.029,4.87E-79,0.07718854,0.063139146,-1.112447172,-1.199701298
WBP2,2.07E-261,0.289765147,0.195,0.122,7.57E-257,0.325632132,0.266379783,-0.487272747,-0.574498739
AP005131.6,5.61E-41,0.289508305,0.011,0.005,2.05E-36,0.015930625,0.013035368,-1.79776719,-1.88487672
DNAJB12,2.60E-182,0.289342513,0.164,0.107,9.52E-178,0.257484655,0.210694465,-0.589248649,-0.676346874
MZF1,1.10E-116,0.289285099,0.119,0.08,4.02E-112,0.186205716,0.152374763,-0.730006992,-0.817086956
ARHGAP5,0,0.289184869,0.567,0.383,0,1.683526932,1.377739592,0.226220068,0.139167139
MAF1,2.42E-237,0.289146868,0.241,0.164,8.84E-233,0.395052083,0.32330628,-0.403345644,-0.49038586
SPAG5,1.42E-29,0.289093602,0.024,0.015,5.20E-25,0.031972888,0.026168365,-1.49521814,-1.582223409
ADNP2,3.18E-157,0.289076192,0.155,0.103,1.16E-152,0.246591992,0.201818527,-0.608021031,-0.695038968
AC022558.2,1.61E-17,0.289017651,0.01,0.005,5.91E-13,0.012062209,0.009873666,-1.918573164,-2.00552157
RPS27A,0,0.289014791,0.94,0.836,0,20.03187215,16.39530315,1.30172154,1.214719451
FGD1,1.06E-18,0.288777118,0.021,0.014,3.88E-14,0.028987373,0.023730181,-1.537791139,-1.624698957
IPO13,9.39E-27,0.288770685,0.035,0.025,3.44E-22,0.055446551,0.045389751,-1.256125462,-1.343042203
TAF8,2.56E-129,0.288640236,0.113,0.073,9.37E-125,0.175682855,0.143828109,-0.755270619,-0.842156229
RNF227,2.24E-17,0.288582835,0.012,0.007,8.19E-13,0.01652421,0.013529714,-1.781879282,-1.868711387
CALM2,0,0.288475878,0.826,0.604,0,5.205304631,4.261930719,0.716446151,0.629606386
RPS4X,0,0.288293399,0.913,0.785,0,16.76625547,13.72938735,1.224436079,1.137651158
COA6,9.20E-267,0.288251206,0.251,0.17,3.37E-262,0.413865883,0.338913578,-0.383140373,-0.469911031
CTTN,0,0.288217927,0.423,0.296,0,0.91395783,0.748453187,-0.039073842,-0.125835358
AC108449.1,1.68E-21,0.288040335,0.016,0.01,6.14E-17,0.023374671,0.019145429,-1.631254502,-1.717934889
FAM76B,1.17E-189,0.287751554,0.125,0.074,4.27E-185,0.197798952,0.162033756,-0.703776014,-0.7903945
TMEM43,9.88E-182,0.287734243,0.141,0.088,3.62E-177,0.226611197,0.185638334,-0.644718635,-0.731332337
SDHAF1,3.13E-88,0.287290211,0.107,0.075,1.15E-83,0.149138072,0.122210925,-0.826411474,-0.912889967
MYPOP,3.27E-44,0.287062317,0.04,0.026,1.20E-39,0.057513284,0.047137379,-1.240231833,-1.326634567
THSD4-AS1,1.10E-13,0.287002022,0.031,0.024,4.01E-09,0.039946789,0.03274179,-1.398518127,-1.484897587
LIPG,6.94E-130,0.286851351,0.123,0.08,2.54E-125,0.229352945,0.187999365,-0.63949568,-0.725843618
MIR200CHG,2.26E-56,0.286736477,0.138,0.109,8.27E-52,0.214375002,0.175736103,-0.668825858,-0.755139009
RASAL2,0,0.286633564,0.377,0.266,0,0.965555819,0.791576296,-0.015222614,-0.10150722
ATXN7L1,0,0.286397305,0.328,0.218,0,0.667471428,0.547292515,-0.17556732,-0.261780492
MTG1,0,0.286220001,0.289,0.185,0,0.501873393,0.411561469,-0.299405828,-0.385565292
RARA,1.66E-227,0.286207878,0.13,0.074,6.07E-223,0.204176015,0.167436781,-0.689995277,-0.776149133
AC105429.1,3.00E-22,0.286176028,0.021,0.014,1.10E-17,0.029217663,0.023961885,-1.534354519,-1.62047902
SLC4A2,2.72E-122,0.285827404,0.104,0.066,9.96E-118,0.16312819,0.133810606,-0.787470982,-0.873509461
PLXNA1,2.87E-58,0.285749791,0.048,0.03,1.05E-53,0.075226621,0.061710816,-1.123628443,-1.209638711
UQCR10,0,0.285736801,0.762,0.543,0,3.910535536,3.207901774,0.592236237,0.506221062
RPL18,0,0.285556092,0.917,0.792,0,15.37567903,12.61459755,1.186834305,1.100873399
AGO4,3.41E-191,0.285513743,0.166,0.106,1.25E-186,0.306622011,0.251569124,-0.513396672,-0.599342663
ZNF839,1.21E-95,0.285444776,0.063,0.037,4.42E-91,0.08968555,0.073587254,-1.047277525,-1.133197405
COBLL1,0,0.285440173,0.355,0.204,0,0.863743255,0.708695051,-0.063615331,-0.1495406
SYS1,1.21E-100,0.285313506,0.098,0.065,4.43E-96,0.143936037,0.118109908,-0.84183046,-0.927713668
TMEM231,2.56E-43,0.285097851,0.033,0.02,9.38E-39,0.043302732,0.035539228,-1.363484707,-1.449292011
UBE2R2,0,0.284984764,0.44,0.277,0,0.963445737,0.790749641,-0.016172741,-0.101960997
AC092747.4,5.83E-13,0.284941508,0.024,0.018,2.13E-08,0.0342779,0.028135726,-1.464985787,-1.550741868
AC005052.2,3.45E-24,0.284546262,0.013,0.007,1.26E-19,0.019262182,0.015815538,-1.715294529,-1.800916035
PIK3R2,2.48E-119,0.284522909,0.13,0.088,9.07E-115,0.191334868,0.157089718,-0.718205879,-0.803852239
CHRNB1,1.45E-21,0.284282302,0.026,0.018,5.29E-17,0.042118085,0.03458656,-1.375531385,-1.461092636
PSEN2,1.20E-39,0.284265622,0.046,0.032,4.41E-35,0.066899097,0.054936123,-1.174579744,-1.260141992
IMMP2L,0,0.283924632,0.559,0.354,0,2.148647847,1.76480096,0.332165243,0.246695731
DDB1,0,0.283852563,0.283,0.186,0,0.518879758,0.42620635,-0.284933271,-0.370380084
TEPSIN,1.34E-44,0.283722698,0.057,0.04,4.92E-40,0.094344437,0.077502291,-1.025283703,-1.110685459
AL157938.2,1.71E-30,0.283509769,0.039,0.027,6.27E-26,0.052382313,0.043038079,-1.280815325,-1.366147123
ARL5B,8.20E-298,0.283453029,0.183,0.107,3.00E-293,0.314375648,0.258299298,-0.502551102,-0.587876775
WDR83OS,0,0.283248211,0.505,0.342,0,1.281583307,1.053128032,0.107746842,0.022481173
PEMT,6.63E-78,0.283201141,0.101,0.071,2.43E-73,0.146902408,0.120720653,-0.832971085,-0.918218424
TCFL5,2.43E-45,0.283193538,0.035,0.021,8.89E-41,0.047150999,0.03874858,-1.326509103,-1.411744211
COL9A3,4.59E-104,0.283064897,0.042,0.02,1.68E-99,0.061542518,0.050579609,-1.210824739,-1.296024534
KLHL36,3.96E-133,0.283016998,0.132,0.088,1.45E-128,0.198098864,0.162812921,-0.703118015,-0.788311131
FAM227B,1.61E-75,0.282861376,0.047,0.027,5.91E-71,0.070032448,0.057565123,-1.154700691,-1.239840566
AC083855.2,1.81E-44,0.282743666,0.083,0.062,6.64E-40,0.120658652,0.099185888,-0.918441531,-1.003550113
NPIPB15,6.29E-26,0.282483395,0.08,0.065,2.30E-21,0.138187625,0.113615661,-0.859530848,-0.9445618
MAP7D1,7.80E-196,0.282455118,0.111,0.062,2.85E-191,0.177451315,0.145900128,-0.750920778,-0.835944328
NPTN,0,0.282310639,0.381,0.247,0,0.827668887,0.680571094,-0.08214337,-0.167126501
